시군구	도로명코드	도로명	영문도로명	읍면동일련번호	시도명	시군구명	읍면동구분	읍면동코드	읍면동명	상위도로코드	상위도로명	폐지구분	변경이력사유	변경이력정보	영문시도명	영문시군구명	영문읍면동명	고시일자	말소일자
11110	4100235	율곡로30길	Yulgok-ro 30-gil	01	서울특별시	종로구	1	164	종로6가			0			Seoul	Jongno-gu	Jongno 6(yuk)-ga	20100702	
11110	4100236	율곡로3길	Yulgok-ro 3-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100236	율곡로3길	Yulgok-ro 3-gil	01	서울특별시	종로구	1	141	안국동			0			Seoul	Jongno-gu	Anguk-dong	20100702	
11110	4100236	율곡로3길	Yulgok-ro 3-gil	02	서울특별시	종로구	1	142	소격동			0			Seoul	Jongno-gu	Sogyeok-dong	20100702	
11110	4100236	율곡로3길	Yulgok-ro 3-gil	03	서울특별시	종로구	1	143	화동			0			Seoul	Jongno-gu	Hwa-dong	20100702	
11110	4100236	율곡로3길	Yulgok-ro 3-gil	04	서울특별시	종로구	1	145	송현동			0			Seoul	Jongno-gu	Songhyeon-dong	20100702	
11110	4100237	율곡로4길	Yulgok-ro 4-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100237	율곡로4길	Yulgok-ro 4-gil	01	서울특별시	종로구	1	124	수송동			0			Seoul	Jongno-gu	Susong-dong	20100702	
11110	4100237	율곡로4길	Yulgok-ro 4-gil	02	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100702	
11110	4100238	율곡로5길	Yulgok-ro 5-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100238	율곡로5길	Yulgok-ro 5-gil	01	서울특별시	종로구	1	141	안국동			0			Seoul	Jongno-gu	Anguk-dong	20100702	
11110	4100239	율곡로6길	Yulgok-ro 6-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100239	율곡로6길	Yulgok-ro 6-gil	01	서울특별시	종로구	1	132	운니동			0			Seoul	Jongno-gu	Unni-dong	20100702	
11110	4100240	율곡로8길	Yulgok-ro 8-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100240	율곡로8길	Yulgok-ro 8-gil	01	서울특별시	종로구	1	130	와룡동			0			Seoul	Jongno-gu	Waryong-dong	20100702	
11110	4100240	율곡로8길	Yulgok-ro 8-gil	02	서울특별시	종로구	1	151	묘동			0			Seoul	Jongno-gu	Myo-dong	20100702	
11110	4100241	이화장1가길	Ihwajang 1ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100241	이화장1가길	Ihwajang 1ga-gil	01	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100702	
11110	4100242	이화장1길	Ihwajang 1-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100242	이화장1길	Ihwajang 1-gil	01	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100702	
11110	4100243	이화장1나길	Ihwajang 1na-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100243	이화장1나길	Ihwajang 1na-gil	01	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100702	
11110	4100244	이화장2길	Ihwajang 2-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100244	이화장2길	Ihwajang 2-gil	01	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100702	
11110	4100244	이화장2길	Ihwajang 2-gil	02	서울특별시	종로구	1	168	동숭동			0			Seoul	Jongno-gu	Dongsung-dong	20100702	
11110	4100245	이화장길	Ihwajang-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100245	이화장길	Ihwajang-gil	01	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100702	
11110	4100245	이화장길	Ihwajang-gil	02	서울특별시	종로구	1	168	동숭동			0			Seoul	Jongno-gu	Dongsung-dong	20100702	
11110	4100246	인사동10길	Insadong 10-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100246	인사동10길	Insadong 10-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100246	인사동10길	Insadong 10-gil	02	서울특별시	종로구	1	134	경운동			0			Seoul	Jongno-gu	Gyeongun-dong	20100702	
11110	4100247	인사동11길	Insadong 11-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100247	인사동11길	Insadong 11-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100247	인사동11길	Insadong 11-gil	02	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100702	
11110	4100248	인사동12길	Insadong 12-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100248	인사동12길	Insadong 12-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100249	인사동14길	Insadong 14-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100249	인사동14길	Insadong 14-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100250	인사동16길	Insadong 16-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100250	인사동16길	Insadong 16-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100251	인사동1길	Insadong 1-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100251	인사동1길	Insadong 1-gil	01	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100252	인사동3길	Insadong 3-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100252	인사동3길	Insadong 3-gil	01	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100253	인사동4길	Insadong 4-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100253	인사동4길	Insadong 4-gil	01	서울특별시	종로구	1	134	경운동			0			Seoul	Jongno-gu	Gyeongun-dong	20100702	
11110	4100253	인사동4길	Insadong 4-gil	02	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100253	인사동4길	Insadong 4-gil	03	서울특별시	종로구	1	137	낙원동			0			Seoul	Jongno-gu	Nagwon-dong	20100702	
11110	4100254	인사동5길	Insadong 5-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100254	인사동5길	Insadong 5-gil	01	서울특별시	종로구	1	127	공평동			0			Seoul	Jongno-gu	Gongpyeong-dong	20100702	
11110	4100254	인사동5길	Insadong 5-gil	02	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100254	인사동5길	Insadong 5-gil	03	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100255	인사동6길	Insadong 6-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100255	인사동6길	Insadong 6-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100255	인사동6길	Insadong 6-gil	02	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100256	인사동7길	Insadong 7-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100256	인사동7길	Insadong 7-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100257	인사동8길	Insadong 8-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100257	인사동8길	Insadong 8-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100257	인사동8길	Insadong 8-gil	02	서울특별시	종로구	1	134	경운동			0			Seoul	Jongno-gu	Gyeongun-dong	20100702	
11110	4100258	인사동9길	Insadong 9-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100258	인사동9길	Insadong 9-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100258	인사동9길	Insadong 9-gil	02	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100702	
11110	4100259	인사동길	Insadong-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100259	인사동길	Insadong-gil	01	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100702	
11110	4100259	인사동길	Insadong-gil	02	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100702	
11110	4100259	인사동길	Insadong-gil	03	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100259	인사동길	Insadong-gil	04	서울특별시	종로구	1	137	낙원동			0			Seoul	Jongno-gu	Nagwon-dong	20100702	
11110	4100260	인왕산로1가길	Inwangsan-ro 1ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100260	인왕산로1가길	Inwangsan-ro 1ga-gil	01	서울특별시	종로구	1	181	행촌동			0			Seoul	Jongno-gu	Haengchon-dong	20100702	
11110	4100261	인왕산로1길	Inwangsan-ro 1-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100261	인왕산로1길	Inwangsan-ro 1-gil	01	서울특별시	종로구	1	115	사직동			0			Seoul	Jongno-gu	Sajik-dong	20100702	
11110	4100261	인왕산로1길	Inwangsan-ro 1-gil	02	서울특별시	종로구	1	181	행촌동			0			Seoul	Jongno-gu	Haengchon-dong	20100702	
11110	4100261	인왕산로1길	Inwangsan-ro 1-gil	03	서울특별시	종로구	1	187	무악동			0			Seoul	Jongno-gu	Muak-dong	20100702	
11110	4100262	자하문로10길	Jahamun-ro 10-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100262	자하문로10길	Jahamun-ro 10-gil	01	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	4100262	자하문로10길	Jahamun-ro 10-gil	02	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	4100263	자하문로11길	Jahamun-ro 11-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100263	자하문로11길	Jahamun-ro 11-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100264	자하문로12길	Jahamun-ro 12-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100264	자하문로12길	Jahamun-ro 12-gil	01	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	4100265	자하문로13길	Jahamun-ro 13-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100265	자하문로13길	Jahamun-ro 13-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100266	자하문로14길	Jahamun-ro 14-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100266	자하문로14길	Jahamun-ro 14-gil	01	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	4100267	자하문로15길	Jahamun-ro 15-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100267	자하문로15길	Jahamun-ro 15-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100268	자하문로16길	Jahamun-ro 16-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100268	자하문로16길	Jahamun-ro 16-gil	01	서울특별시	종로구	1	104	효자동			0			Seoul	Jongno-gu	Hyoja-dong	20100702	
11110	4100268	자하문로16길	Jahamun-ro 16-gil	02	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	4100269	자하문로17길	Jahamun-ro 17-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100269	자하문로17길	Jahamun-ro 17-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100269	자하문로17길	Jahamun-ro 17-gil	02	서울특별시	종로구	1	111	옥인동			0			Seoul	Jongno-gu	Ogin-dong	20100702	
11110	4100270	자하문로19길	Jahamun-ro 19-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100270	자하문로19길	Jahamun-ro 19-gil	01	서울특별시	종로구	1	111	옥인동			0			Seoul	Jongno-gu	Ogin-dong	20100702	
11110	4100271	자하문로1가길	Jahamun-ro 1ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100271	자하문로1가길	Jahamun-ro 1ga-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100272	자하문로1길	Jahamun-ro 1-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100272	자하문로1길	Jahamun-ro 1-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100272	자하문로1길	Jahamun-ro 1-gil	02	서울특별시	종로구	1	113	필운동			0			Seoul	Jongno-gu	Pirun-dong	20100702	
11110	4100272	자하문로1길	Jahamun-ro 1-gil	03	서울특별시	종로구	1	114	내자동			0			Seoul	Jongno-gu	Naeja-dong	20100702	
11110	4100273	자하문로1나길	Jahamun-ro 1na-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100273	자하문로1나길	Jahamun-ro 1na-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100274	자하문로1다길	Jahamun-ro 1da-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100274	자하문로1다길	Jahamun-ro 1da-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100275	자하문로1라길	Jahamun-ro 1ra-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100275	자하문로1라길	Jahamun-ro 1ra-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100276	자하문로21길	Jahamun-ro 21-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100276	자하문로21길	Jahamun-ro 21-gil	01	서울특별시	종로구	1	102	신교동			0			Seoul	Jongno-gu	Singyo-dong	20100702	
11110	4100277	자하문로23길	Jahamun-ro 23-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100277	자하문로23길	Jahamun-ro 23-gil	01	서울특별시	종로구	1	102	신교동			0			Seoul	Jongno-gu	Singyo-dong	20100702	
11110	4100278	자하문로24길	Jahamun-ro 24-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100278	자하문로24길	Jahamun-ro 24-gil	01	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	4100278	자하문로24길	Jahamun-ro 24-gil	02	서울특별시	종로구	1	104	효자동			0			Seoul	Jongno-gu	Hyoja-dong	20100702	
11110	4100279	자하문로26길	Jahamun-ro 26-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100279	자하문로26길	Jahamun-ro 26-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100279	자하문로26길	Jahamun-ro 26-gil	02	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	4100280	자하문로28가길	Jahamun-ro 28ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100280	자하문로28가길	Jahamun-ro 28ga-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100281	자하문로28길	Jahamun-ro 28-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100281	자하문로28길	Jahamun-ro 28-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100281	자하문로28길	Jahamun-ro 28-gil	02	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	4100282	자하문로2길	Jahamun-ro 2-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100282	자하문로2길	Jahamun-ro 2-gil	01	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	4100282	자하문로2길	Jahamun-ro 2-gil	02	서울특별시	종로구	1	107	적선동			0			Seoul	Jongno-gu	Jeokseon-dong	20100702	
11110	4100283	자하문로30길	Jahamun-ro 30-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100283	자하문로30길	Jahamun-ro 30-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100284	자하문로33가길	Jahamun-ro 33ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100284	자하문로33가길	Jahamun-ro 33ga-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100285	자하문로33길	Jahamun-ro 33-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100285	자하문로33길	Jahamun-ro 33-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100285	자하문로33길	Jahamun-ro 33-gil	02	서울특별시	종로구	1	102	신교동			0			Seoul	Jongno-gu	Singyo-dong	20100702	
11110	4100286	자하문로33나길	Jahamun-ro 33na-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100286	자하문로33나길	Jahamun-ro 33na-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100287	자하문로33다길	Jahamun-ro 33da-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100287	자하문로33다길	Jahamun-ro 33da-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100288	자하문로35길	Jahamun-ro 35-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100288	자하문로35길	Jahamun-ro 35-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100289	자하문로36길	Jahamun-ro 36-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100289	자하문로36길	Jahamun-ro 36-gil	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	4100290	자하문로37길	Jahamun-ro 37-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100290	자하문로37길	Jahamun-ro 37-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100291	자하문로38길	Jahamun-ro 38-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100291	자하문로38길	Jahamun-ro 38-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100292	자하문로40가길	Jahamun-ro 40ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100292	자하문로40가길	Jahamun-ro 40ga-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100293	자하문로40길	Jahamun-ro 40-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100293	자하문로40길	Jahamun-ro 40-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100294	자하문로41길	Jahamun-ro 41-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100294	자하문로41길	Jahamun-ro 41-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100294	자하문로41길	Jahamun-ro 41-gil	02	서울특별시	종로구	1	185	홍지동			0			Seoul	Jongno-gu	Hongji-dong	20100702	
11110	4100295	자하문로42길	Jahamun-ro 42-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100295	자하문로42길	Jahamun-ro 42-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100295	자하문로42길	Jahamun-ro 42-gil	02	서울특별시	종로구	1	186	신영동			0			Seoul	Jongno-gu	Sinyeong-dong	20100702	
11110	4100296	자하문로43길	Jahamun-ro 43-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100296	자하문로43길	Jahamun-ro 43-gil	01	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	4100296	자하문로43길	Jahamun-ro 43-gil	02	서울특별시	종로구	1	185	홍지동			0			Seoul	Jongno-gu	Hongji-dong	20100702	
11110	4100297	자하문로45길	Jahamun-ro 45-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100297	자하문로45길	Jahamun-ro 45-gil	01	서울특별시	종로구	1	185	홍지동			0			Seoul	Jongno-gu	Hongji-dong	20100702	
11110	4100298	자하문로4길	Jahamun-ro 4-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100298	자하문로4길	Jahamun-ro 4-gil	01	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	4100299	자하문로5가길	Jahamun-ro 5ga-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100299	자하문로5가길	Jahamun-ro 5ga-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100300	자하문로5길	Jahamun-ro 5-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100300	자하문로5길	Jahamun-ro 5-gil	01	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100300	자하문로5길	Jahamun-ro 5-gil	02	서울특별시	종로구	1	113	필운동			0			Seoul	Jongno-gu	Pirun-dong	20100702	
11110	4100301	자하문로6길	Jahamun-ro 6-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100301	자하문로6길	Jahamun-ro 6-gil	01	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	4100302	자하문로7길	Jahamun-ro 7-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100302	자하문로7길	Jahamun-ro 7-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100302	자하문로7길	Jahamun-ro 7-gil	02	서울특별시	종로구	1	110	누하동			0			Seoul	Jongno-gu	Nuha-dong	20100702	
11110	4100302	자하문로7길	Jahamun-ro 7-gil	03	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	4100303	자하문로8길	Jahamun-ro 8-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100303	자하문로8길	Jahamun-ro 8-gil	01	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	4100304	자하문로9길	Jahamun-ro 9-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100304	자하문로9길	Jahamun-ro 9-gil	01	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	4100304	자하문로9길	Jahamun-ro 9-gil	02	서울특별시	종로구	1	110	누하동			0			Seoul	Jongno-gu	Nuha-dong	20100702	
11110	4100305	종로10길	Jong-ro 10-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100305	종로10길	Jong-ro 10-gil	01	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100702	
11110	4100306	종로11길	Jong-ro 11-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100306	종로11길	Jong-ro 11-gil	01	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100702	
11110	4100307	종로12길	Jong-ro 12-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100307	종로12길	Jong-ro 12-gil	01	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100702	
11110	4100308	종로14길	Jong-ro 14-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100308	종로14길	Jong-ro 14-gil	01	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100702	
11110	4100309	종로16길	Jong-ro 16-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100309	종로16길	Jong-ro 16-gil	01	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100702	
11110	4100309	종로16길	Jong-ro 16-gil	02	서울특별시	종로구	1	155	관수동			0			Seoul	Jongno-gu	Gwansu-dong	20100702	
11110	4100310	종로17길	Jong-ro 17-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100310	종로17길	Jong-ro 17-gil	01	서울특별시	종로구	1	137	낙원동			0			Seoul	Jongno-gu	Nagwon-dong	20100702	
11110	4100310	종로17길	Jong-ro 17-gil	02	서울특별시	종로구	1	138	종로2가			0			Seoul	Jongno-gu	Jongno 2(i)-ga	20100702	
11110	4100311	종로18길	Jong-ro 18-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100311	종로18길	Jong-ro 18-gil	01	서울특별시	종로구	1	155	관수동			0			Seoul	Jongno-gu	Gwansu-dong	20100702	
11110	4100312	종로1길	Jong-ro 1-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100312	종로1길	Jong-ro 1-gil	01	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100702	
11110	4100312	종로1길	Jong-ro 1-gil	02	서울특별시	종로구	1	124	수송동			0			Seoul	Jongno-gu	Susong-dong	20100702	
11110	4100312	종로1길	Jong-ro 1-gil	03	서울특별시	종로구	1	125	중학동			0			Seoul	Jongno-gu	Junghak-dong	20100702	
11110	4100313	종로20길	Jong-ro 20-gil	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	4100313	종로20길	Jong-ro 20-gil	01	서울특별시	종로구	1	154	장사동			0			Seoul	Jongno-gu	Jangsa-dong	20100702	
