시군구	도로명코드	도로명	영문도로명	읍면동일련번호	시도명	시군구명	읍면동구분	읍면동코드	읍면동명	상위도로코드	상위도로명	폐지구분	변경이력사유	변경이력정보	영문시도명	영문시군구명	영문읍면동명	고시일자	말소일자
11110	3000008	통일로	Tongil-ro	02	서울특별시	종로구	1	177	평동			0			Seoul	Jongno-gu	Pyeong-dong	20090710	
11110	3000008	통일로	Tongil-ro	03	서울특별시	종로구	1	178	송월동			0			Seoul	Jongno-gu	Songwol-dong	20090710	
11110	3000008	통일로	Tongil-ro	04	서울특별시	종로구	1	179	홍파동			0			Seoul	Jongno-gu	Hongpa-dong	20090710	
11110	3000008	통일로	Tongil-ro	05	서울특별시	종로구	1	180	교북동			0			Seoul	Jongno-gu	Gyobuk-dong	20090710	
11110	3000008	통일로	Tongil-ro	06	서울특별시	종로구	1	187	무악동			0			Seoul	Jongno-gu	Muak-dong	20090710	
11110	3005001	동호로	Dongho-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005001	동호로	Dongho-ro	01	서울특별시	종로구	1	163	종로5가			0			Seoul	Jongno-gu	Jongno 5(o)-ga	20100422	
11110	3005002	무교로	Mugyo-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005002	무교로	Mugyo-ro	01	서울특별시	종로구	1	123	서린동			0			Seoul	Jongno-gu	Seorin-dong	20100422	
11110	3005003	보문로	Bomun-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005003	보문로	Bomun-ro	01	서울특별시	종로구	1	175	숭인동			0			Seoul	Jongno-gu	Sungin-dong	20100422	
11110	3005004	새문안로	Saemunan-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005004	새문안로	Saemunan-ro	01	서울특별시	종로구	1	117	당주동			0			Seoul	Jongno-gu	Dangju-dong	20100422	
11110	3005004	새문안로	Saemunan-ro	02	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100422	
11110	3005004	새문안로	Saemunan-ro	03	서울특별시	종로구	1	120	신문로1가			0			Seoul	Jongno-gu	Sinmunno 1(il)-ga	20100422	
11110	3005004	새문안로	Saemunan-ro	04	서울특별시	종로구	1	121	신문로2가			0			Seoul	Jongno-gu	Sinmunno 2(i)-ga	20100422	
11110	3005004	새문안로	Saemunan-ro	05	서울특별시	종로구	1	177	평동			0			Seoul	Jongno-gu	Pyeong-dong	20100422	
11110	3005005	세검정로	Segeomjeong-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005005	세검정로	Segeomjeong-ro	01	서울특별시	종로구	1	183	평창동			0			Seoul	Jongno-gu	Pyeongchang-dong	20100422	
11110	3005005	세검정로	Segeomjeong-ro	02	서울특별시	종로구	1	185	홍지동			0			Seoul	Jongno-gu	Hongji-dong	20100422	
11110	3005005	세검정로	Segeomjeong-ro	03	서울특별시	종로구	1	186	신영동			0			Seoul	Jongno-gu	Sinyeong-dong	20100422	
11110	3005006	수표로	Supyo-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005006	수표로	Supyo-ro	01	서울특별시	종로구	1	137	낙원동			0			Seoul	Jongno-gu	Nagwon-dong	20100422	
11110	3005006	수표로	Supyo-ro	02	서울특별시	종로구	1	138	종로2가			0			Seoul	Jongno-gu	Jongno 2(i)-ga	20100422	
11110	3005006	수표로	Supyo-ro	03	서울특별시	종로구	1	155	관수동			0			Seoul	Jongno-gu	Gwansu-dong	20100422	
11110	3005006	수표로	Supyo-ro	04	서울특별시	종로구	1	156	종로3가			0			Seoul	Jongno-gu	Jongno 3(sam)-ga	20100422	
11110	3005007	지봉로	Jibong-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005007	지봉로	Jibong-ro	01	서울특별시	종로구	1	174	창신동			0			Seoul	Jongno-gu	Changsin-dong	20100422	
11110	3005007	지봉로	Jibong-ro	02	서울특별시	종로구	1	175	숭인동			0			Seoul	Jongno-gu	Sungin-dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	01	서울특별시	종로구	1	130	와룡동			0			Seoul	Jongno-gu	Waryong-dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	02	서울특별시	종로구	1	157	인의동			0			Seoul	Jongno-gu	Inui-dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	03	서울특별시	종로구	1	158	예지동			0			Seoul	Jongno-gu	Yeji -dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	04	서울특별시	종로구	1	159	원남동			0			Seoul	Jongno-gu	Wonnam-dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	05	서울특별시	종로구	1	161	종로4가			0			Seoul	Jongno-gu	Jongno 4(sa)-ga	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	06	서울특별시	종로구	1	169	혜화동			0			Seoul	Jongno-gu	Hyehwa-dong	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	07	서울특별시	종로구	1	171	명륜2가			0			Seoul	Jongno-gu	Myeongnyun 2(i)-ga	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	08	서울특별시	종로구	1	172	명륜4가			0			Seoul	Jongno-gu	Myeongnyun 4(sa)-ga	20100422	
11110	3005008	창경궁로	Changgyeonggung-ro	09	서울특별시	종로구	1	173	명륜3가			0			Seoul	Jongno-gu	Myeongnyun 3(sam)-ga	20100422	
11110	3100001	김상옥로	Gimsangok-ro	00	서울특별시	종로구	2					0	4		Seoul	Jongno-gu		20100702	
11110	3100001	김상옥로	Gimsangok-ro	01	서울특별시	종로구	1	157	인의동			0	4		Seoul	Jongno-gu	Inui-dong	20100702	
11110	3100001	김상옥로	Gimsangok-ro	02	서울특별시	종로구	1	160	연지동			0	4		Seoul	Jongno-gu	Yeonji-dong	20100702	
11110	3100001	김상옥로	Gimsangok-ro	03	서울특별시	종로구	1	162	효제동			0	4		Seoul	Jongno-gu	Hyoje-dong	20100702	
11110	3100001	김상옥로	Gimsangok-ro	04	서울특별시	종로구	1	164	종로6가			0	4		Seoul	Jongno-gu	Jongno 6(yuk)-ga	20100702	
11110	3100001	김상옥로	Gimsangok-ro	05	서울특별시	종로구	1	167	충신동			0	4		Seoul	Jongno-gu	Chungsin-dong	20100702	
11110	3100002	대학로	Daehak-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100002	대학로	Daehak-ro	01	서울특별시	종로구	1	160	연지동			0			Seoul	Jongno-gu	Yeonji-dong	20100422	
11110	3100002	대학로	Daehak-ro	02	서울특별시	종로구	1	162	효제동			0			Seoul	Jongno-gu	Hyoje-dong	20100422	
11110	3100002	대학로	Daehak-ro	03	서울특별시	종로구	1	163	종로5가			0			Seoul	Jongno-gu	Jongno 5(o)-ga	20100422	
11110	3100002	대학로	Daehak-ro	04	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100422	
11110	3100002	대학로	Daehak-ro	05	서울특별시	종로구	1	166	연건동			0			Seoul	Jongno-gu	Yeongeon-dong	20100422	
11110	3100002	대학로	Daehak-ro	06	서울특별시	종로구	1	168	동숭동			0			Seoul	Jongno-gu	Dongsung-dong	20100422	
11110	3100002	대학로	Daehak-ro	07	서울특별시	종로구	1	169	혜화동			0			Seoul	Jongno-gu	Hyehwa-dong	20100422	
11110	3100002	대학로	Daehak-ro	08	서울특별시	종로구	1	172	명륜4가			0			Seoul	Jongno-gu	Myeongnyun 4(sa)-ga	20100422	
11110	3100003	돈화문로	Donhwamun-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100003	돈화문로	Donhwamun-ro	01	서울특별시	종로구	1	130	와룡동			0			Seoul	Jongno-gu	Waryong-dong	20100422	
11110	3100003	돈화문로	Donhwamun-ro	02	서울특별시	종로구	1	151	묘동			0			Seoul	Jongno-gu	Myo-dong	20100422	
11110	3100003	돈화문로	Donhwamun-ro	03	서울특별시	종로구	1	154	장사동			0			Seoul	Jongno-gu	Jangsa-dong	20100422	
11110	3100003	돈화문로	Donhwamun-ro	04	서울특별시	종로구	1	155	관수동			0			Seoul	Jongno-gu	Gwansu-dong	20100422	
11110	3100003	돈화문로	Donhwamun-ro	05	서울특별시	종로구	1	156	종로3가			0			Seoul	Jongno-gu	Jongno 3(sam)-ga	20100422	
11110	3100004	북촌로	Bukchon-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100004	북촌로	Bukchon-ro	01	서울특별시	종로구	1	140	삼청동			0			Seoul	Jongno-gu	Samcheong-dong	20100422	
11110	3100004	북촌로	Bukchon-ro	02	서울특별시	종로구	1	143	화동			0			Seoul	Jongno-gu	Hwa-dong	20100422	
11110	3100004	북촌로	Bukchon-ro	03	서울특별시	종로구	1	146	가회동			0			Seoul	Jongno-gu	Gahoe-dong	20100422	
11110	3100004	북촌로	Bukchon-ro	04	서울특별시	종로구	1	147	재동			0			Seoul	Jongno-gu	Jae-dong	20100422	
11110	3100004	북촌로	Bukchon-ro	05	서울특별시	종로구	1	148	계동			0			Seoul	Jongno-gu	Gye-dong	20100422	
11110	3100005	사직로	Sajik-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100005	사직로	Sajik-ro	01	서울특별시	종로구	1	107	적선동			0			Seoul	Jongno-gu	Jeokseon-dong	20100422	
11110	3100005	사직로	Sajik-ro	02	서울특별시	종로구	1	113	필운동			0			Seoul	Jongno-gu	Pirun-dong	20100422	
11110	3100005	사직로	Sajik-ro	03	서울특별시	종로구	1	114	내자동			0			Seoul	Jongno-gu	Naeja-dong	20100422	
11110	3100005	사직로	Sajik-ro	04	서울특별시	종로구	1	115	사직동			0			Seoul	Jongno-gu	Sajik-dong	20100422	
11110	3100005	사직로	Sajik-ro	05	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100422	
11110	3100005	사직로	Sajik-ro	06	서울특별시	종로구	1	180	교북동			0			Seoul	Jongno-gu	Gyobuk-dong	20100422	
11110	3100005	사직로	Sajik-ro	07	서울특별시	종로구	1	181	행촌동			0			Seoul	Jongno-gu	Haengchon-dong	20100422	
11110	3100006	삼봉로	Sambong-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100006	삼봉로	Sambong-ro	01	서울특별시	종로구	1	122	청진동			0			Seoul	Jongno-gu	Cheongjin-dong	20100702	
11110	3100006	삼봉로	Sambong-ro	02	서울특별시	종로구	1	124	수송동			0			Seoul	Jongno-gu	Susong-dong	20100702	
11110	3100006	삼봉로	Sambong-ro	03	서울특별시	종로구	1	127	공평동			0			Seoul	Jongno-gu	Gongpyeong-dong	20100702	
11110	3100006	삼봉로	Sambong-ro	04	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100702	
11110	3100007	삼청로	Samcheong-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100007	삼청로	Samcheong-ro	01	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100702	
11110	3100007	삼청로	Samcheong-ro	02	서울특별시	종로구	1	139	팔판동			0			Seoul	Jongno-gu	Palpan-dong	20100702	
11110	3100007	삼청로	Samcheong-ro	03	서울특별시	종로구	1	140	삼청동			0			Seoul	Jongno-gu	Samcheong-dong	20100702	
11110	3100007	삼청로	Samcheong-ro	04	서울특별시	종로구	1	142	소격동			0			Seoul	Jongno-gu	Sogyeok-dong	20100702	
11110	3100007	삼청로	Samcheong-ro	05	서울특별시	종로구	1	143	화동			0			Seoul	Jongno-gu	Hwa-dong	20100702	
11110	3100007	삼청로	Samcheong-ro	06	서울특별시	종로구	1	144	사간동			0			Seoul	Jongno-gu	Sagan-dong	20100702	
11110	3100008	성균관로	Seonggyungwan-ro	00	서울특별시	종로구	2					0	4		Seoul	Jongno-gu		20100702	
11110	3100008	성균관로	Seonggyungwan-ro	01	서울특별시	종로구	1	130	와룡동			0	4		Seoul	Jongno-gu	Waryong-dong	20100702	
11110	3100008	성균관로	Seonggyungwan-ro	02	서울특별시	종로구	1	169	혜화동			0	4		Seoul	Jongno-gu	Hyehwa-dong	20100702	
11110	3100008	성균관로	Seonggyungwan-ro	03	서울특별시	종로구	1	170	명륜1가			0	4		Seoul	Jongno-gu	Myeongnyun 1(il)-ga	20100702	
11110	3100008	성균관로	Seonggyungwan-ro	04	서울특별시	종로구	1	171	명륜2가			0	4		Seoul	Jongno-gu	Myeongnyun 2(i)-ga	20100702	
11110	3100008	성균관로	Seonggyungwan-ro	05	서울특별시	종로구	1	173	명륜3가			0	4		Seoul	Jongno-gu	Myeongnyun 3(sam)-ga	20100702	
11110	3100009	우정국로	Ujeongguk-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100009	우정국로	Ujeongguk-ro	01	서울특별시	종로구	1	124	수송동			0			Seoul	Jongno-gu	Susong-dong	20100422	
11110	3100009	우정국로	Ujeongguk-ro	02	서울특별시	종로구	1	127	공평동			0			Seoul	Jongno-gu	Gongpyeong-dong	20100422	
11110	3100009	우정국로	Ujeongguk-ro	03	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100422	
11110	3100009	우정국로	Ujeongguk-ro	04	서울특별시	종로구	1	129	견지동			0			Seoul	Jongno-gu	Gyeonji-dong	20100422	
11110	3100009	우정국로	Ujeongguk-ro	05	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100010	율곡로	Yulgok-ro	01	서울특별시	종로구	1	124	수송동			0			Seoul	Jongno-gu	Susong-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	02	서울특별시	종로구	1	125	중학동			0			Seoul	Jongno-gu	Junghak-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	03	서울특별시	종로구	1	128	관훈동			0			Seoul	Jongno-gu	Gwanhun-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	04	서울특별시	종로구	1	130	와룡동			0			Seoul	Jongno-gu	Waryong-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	05	서울특별시	종로구	1	131	권농동			0			Seoul	Jongno-gu	Gwonnong-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	06	서울특별시	종로구	1	132	운니동			0			Seoul	Jongno-gu	Unni-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	07	서울특별시	종로구	1	134	경운동			0			Seoul	Jongno-gu	Gyeongun-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	08	서울특별시	종로구	1	141	안국동			0			Seoul	Jongno-gu	Anguk-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	09	서울특별시	종로구	1	144	사간동			0			Seoul	Jongno-gu	Sagan-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	10	서울특별시	종로구	1	147	재동			0			Seoul	Jongno-gu	Jae-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	11	서울특별시	종로구	1	148	계동			0			Seoul	Jongno-gu	Gye-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	12	서울특별시	종로구	1	149	원서동			0			Seoul	Jongno-gu	Wonseo-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	13	서울특별시	종로구	1	159	원남동			0			Seoul	Jongno-gu	Wonnam-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	14	서울특별시	종로구	1	160	연지동			0			Seoul	Jongno-gu	Yeonji-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	15	서울특별시	종로구	1	164	종로6가			0			Seoul	Jongno-gu	Jongno 6(yuk)-ga	20100422	
11110	3100010	율곡로	Yulgok-ro	16	서울특별시	종로구	1	165	이화동			0			Seoul	Jongno-gu	Ihwa-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	17	서울특별시	종로구	1	166	연건동			0			Seoul	Jongno-gu	Yeongeon-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	18	서울특별시	종로구	1	167	충신동			0			Seoul	Jongno-gu	Chungsin-dong	20100422	
11110	3100010	율곡로	Yulgok-ro	19	서울특별시	종로구	1	174	창신동			0			Seoul	Jongno-gu	Changsin-dong	20100422	
11110	3100011	인왕산로	Inwangsan-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100011	인왕산로	Inwangsan-ro	01	서울특별시	종로구	1	115	사직동			0			Seoul	Jongno-gu	Sajik-dong	20100422	
11110	3100011	인왕산로	Inwangsan-ro	02	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100422	
11110	3100012	자하문로	Jahamun-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100012	자하문로	Jahamun-ro	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	02	서울특별시	종로구	1	102	신교동			0			Seoul	Jongno-gu	Singyo-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	03	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	04	서울특별시	종로구	1	104	효자동			0			Seoul	Jongno-gu	Hyoja-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	05	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	06	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	07	서울특별시	종로구	1	107	적선동			0			Seoul	Jongno-gu	Jeokseon-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	08	서울특별시	종로구	1	108	통인동			0			Seoul	Jongno-gu	Tongin-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	09	서울특별시	종로구	1	111	옥인동			0			Seoul	Jongno-gu	Ogin-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	10	서울특별시	종로구	1	112	체부동			0			Seoul	Jongno-gu	Chebu-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	11	서울특별시	종로구	1	114	내자동			0			Seoul	Jongno-gu	Naeja-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	12	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	3100012	자하문로	Jahamun-ro	13	서울특별시	종로구	1	185	홍지동			0			Seoul	Jongno-gu	Hongji-dong	20100702	
11110	3100013	종로	Jong-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100013	종로	Jong-ro	01	서울특별시	종로구	1	123	서린동			0			Seoul	Jongno-gu	Seorin-dong	20100422	
11110	3100013	종로	Jong-ro	02	서울특별시	종로구	1	126	종로1가			0			Seoul	Jongno-gu	Jongno 1(il)-ga	20100422	
11110	3100013	종로	Jong-ro	03	서울특별시	종로구	1	127	공평동			0			Seoul	Jongno-gu	Gongpyeong-dong	20100422	
11110	3100013	종로	Jong-ro	04	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100422	
11110	3100013	종로	Jong-ro	05	서울특별시	종로구	1	136	인사동			0			Seoul	Jongno-gu	Insa-dong	20100422	
11110	3100013	종로	Jong-ro	06	서울특별시	종로구	1	138	종로2가			0			Seoul	Jongno-gu	Jongno 2(i)-ga	20100422	
11110	3100013	종로	Jong-ro	07	서울특별시	종로구	1	150	훈정동			0			Seoul	Jongno-gu	Hunjeong-dong	20100422	
11110	3100013	종로	Jong-ro	08	서울특별시	종로구	1	156	종로3가			0			Seoul	Jongno-gu	Jongno 3(sam)-ga	20100422	
11110	3100013	종로	Jong-ro	09	서울특별시	종로구	1	157	인의동			0			Seoul	Jongno-gu	Inui-dong	20100422	
11110	3100013	종로	Jong-ro	10	서울특별시	종로구	1	161	종로4가			0			Seoul	Jongno-gu	Jongno 4(sa)-ga	20100422	
11110	3100013	종로	Jong-ro	11	서울특별시	종로구	1	163	종로5가			0			Seoul	Jongno-gu	Jongno 5(o)-ga	20100422	
11110	3100013	종로	Jong-ro	12	서울특별시	종로구	1	164	종로6가			0			Seoul	Jongno-gu	Jongno 6(yuk)-ga	20100422	
11110	3100013	종로	Jong-ro	13	서울특별시	종로구	1	174	창신동			0			Seoul	Jongno-gu	Changsin-dong	20100422	
11110	3100013	종로	Jong-ro	14	서울특별시	종로구	1	175	숭인동			0			Seoul	Jongno-gu	Sungin-dong	20100422	
11110	3100013	종로	Jong-ro	15	서울특별시	종로구	1	122	청진동			0			Seoul	Jongno-gu	Cheongjin-dong	20100422	
11110	3100014	창의문로	Changuimun-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100014	창의문로	Changuimun-ro	01	서울특별시	종로구	1	101	청운동			0			Seoul	Jongno-gu	Cheongun-dong	20100702	
11110	3100014	창의문로	Changuimun-ro	02	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	3100014	창의문로	Changuimun-ro	03	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100702	
11110	3100015	청와대로	Cheongwadae-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100015	청와대로	Cheongwadae-ro	01	서울특별시	종로구	1	139	팔판동			0			Seoul	Jongno-gu	Palpan-dong	20100702	
11110	3100015	청와대로	Cheongwadae-ro	02	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100702	
11110	3100017	효자로	Hyoja-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100702	
11110	3100017	효자로	Hyoja-ro	01	서울특별시	종로구	1	103	궁정동			0			Seoul	Jongno-gu	Gungjeong-dong	20100702	
11110	3100017	효자로	Hyoja-ro	02	서울특별시	종로구	1	104	효자동			0			Seoul	Jongno-gu	Hyoja-dong	20100702	
11110	3100017	효자로	Hyoja-ro	03	서울특별시	종로구	1	105	창성동			0			Seoul	Jongno-gu	Changseong-dong	20100702	
11110	3100017	효자로	Hyoja-ro	04	서울특별시	종로구	1	106	통의동			0			Seoul	Jongno-gu	Tongui-dong	20100702	
11110	3100017	효자로	Hyoja-ro	05	서울특별시	종로구	1	107	적선동			0			Seoul	Jongno-gu	Jeokseon-dong	20100702	
11110	3100017	효자로	Hyoja-ro	06	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100702	
11110	3100018	난계로	Nangye-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100018	난계로	Nangye-ro	01	서울특별시	종로구	1	175	숭인동			0			Seoul	Jongno-gu	Sungin-dong	20100422	
11110	3100019	북악산로	Bugaksan-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100019	북악산로	Bugaksan-ro	01	서울특별시	종로구	1	183	평창동			0			Seoul	Jongno-gu	Pyeongchang-dong	20100422	
11110	3100019	북악산로	Bugaksan-ro	02	서울특별시	종로구	1	184	부암동			0			Seoul	Jongno-gu	Buam-dong	20100422	
11110	3100020	진흥로	Jinheung-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100020	진흥로	Jinheung-ro	01	서울특별시	종로구	1	182	구기동			0			Seoul	Jongno-gu	Gugi-dong	20100422	
11110	3100020	진흥로	Jinheung-ro	02	서울특별시	종로구	1	186	신영동			0			Seoul	Jongno-gu	Sinyeong-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	00	서울특별시	종로구	2					0			Seoul	Jongno-gu		20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	01	서울특별시	종로구	1	123	서린동			0			Seoul	Jongno-gu	Seorin-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	02	서울특별시	종로구	1	135	관철동			0			Seoul	Jongno-gu	Gwancheol-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	03	서울특별시	종로구	1	154	장사동			0			Seoul	Jongno-gu	Jangsa-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	04	서울특별시	종로구	1	155	관수동			0			Seoul	Jongno-gu	Gwansu-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	05	서울특별시	종로구	1	158	예지동			0			Seoul	Jongno-gu	Yeji -dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	06	서울특별시	종로구	1	163	종로5가			0			Seoul	Jongno-gu	Jongno 5(o)-ga	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	07	서울특별시	종로구	1	174	창신동			0			Seoul	Jongno-gu	Changsin-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	08	서울특별시	종로구	1	175	숭인동			0			Seoul	Jongno-gu	Sungin-dong	20100422	
11110	3100021	청계천로	Cheonggyecheon-ro	09	서울특별시	종로구	1	119	세종로			0			Seoul	Jongno-gu	Sejongno	20100422	
